,E,r_ours,U_our,sigma_ours,Psi_ours(t=0),dot_Psi_ours(t=0),r_yours,U_yours,sigma_yours,Psi_yours(t=0),dot_Psi_yours(t=0)
0,-1.2806165990,0.0000000000,-2.9482324749,1.0000000000,1.0000000000,1.2806165990125047j,0.0000000000,-2.9482324749,2.0000000000,2.0000000000,2.5612331980250094j
1,-1.2806165990,0.0500000000,-2.9478150044,0.9997212488,0.9997212488,1.2802596256105934j,0.0353553391,-2.9478150044,1.9994424976,1.9994424976,2.5605192512211867j
2,-1.2806165990,0.1000000000,-2.9465652842,0.9988863027,0.9988863027,1.2791903797218043j,0.0707106781,-2.9465652842,1.9977726053,1.9977726053,2.5583807594436085j
3,-1.2806165990,0.1500000000,-2.9444858188,0.9974953708,0.9974953708,1.2774091292571255j,0.1060660172,-2.9444858188,1.9949907416,1.9949907416,2.554818258514251j
4,-1.2806165990,0.2000000000,-2.9415807718,0.9955488054,0.9955488054,1.2749163253320945j,0.1414213562,-2.9415807718,1.9910976108,1.9910976108,2.549832650664189j
5,-1.2806165990,0.2500000000,-2.9378559569,0.9930471077,0.9930471077,1.2717126097280134j,0.1767766953,-2.9378559569,1.9860942154,1.9860942154,2.5434252194560267j
6,-1.2806165990,0.3000000000,-2.9333188245,0.9899909359,0.9899909359,1.2677988253308228j,0.2121320344,-2.9333188245,1.9799818717,1.9799818717,2.5355976506616456j
7,-1.2806165990,0.3500000000,-2.9279784442,0.9863811156,0.9863811156,1.2631760295452539j,0.2474873734,-2.9279784442,1.9727622311,1.9727622311,2.5263520590905078j
8,-1.2806165990,0.4000000000,-2.9218454843,0.9822186528,0.9822186528,1.2578455106784603j,0.2828427125,-2.9218454843,1.9644373057,1.9644373057,2.5156910213569206j
9,-1.2806165990,0.4500000000,-2.9149321860,0.9775047491,0.9775047491,1.2518088072819606j,0.3181980515,-2.9149321860,1.9550094982,1.9550094982,2.5036176145639213j
10,-1.2806165990,0.5000000000,-2.9072523355,0.9722408185,0.9722408185,1.245067730432938j,0.3535533906,-2.9072523355,1.9444816370,1.9444816370,2.490135460865876j
11,-1.2806165990,0.5500000000,-2.8988212305,0.9664285079,0.9664285079,1.2376243889254057j,0.3889087297,-2.8988212305,1.9328570157,1.9328570157,2.4752487778508114j
12,-1.2806165990,0.6000000000,-2.8896556441,0.9600697182,0.9600697182,1.2294812173281184j,0.4242640687,-2.8896556441,1.9201394364,1.9201394364,2.458962434656237j
13,-1.2806165990,0.6500000000,-2.8797737835,0.9531666291,0.9531666291,1.2206410068491027j,0.4596194078,-2.8797737835,1.9063332582,1.9063332582,2.4412820136982054j
14,-1.2806165990,0.7000000000,-2.8691952460,0.9457217249,0.9457217249,1.2111069389260543j,0.4949747468,-2.8691952460,1.8914434498,1.8914434498,2.4222138778521085j
15,-1.2806165990,0.7500000000,-2.8579409696,0.9377378228,0.9377378228,1.2008826214374682j,0.5303300859,-2.8579409696,1.8754756457,1.8754756457,2.4017652428749363j
16,-1.2806165990,0.8000000000,-2.8460331810,0.9292181035,0.9292181035,1.1899721274010202j,0.5656854249,-2.8460331810,1.8584362069,1.8584362069,2.3799442548020404j
17,-1.2806165990,0.8500000000,-2.8334953386,0.9201661425,0.9201661425,1.1783800359937835j,0.6010407640,-2.8334953386,1.8403322851,1.8403322851,2.356760071987567j
18,-1.2806165990,0.9000000000,-2.8203515226,0.9105854485,0.9105854485,1.166110840210795j,0.6363961031,-2.8203515226,1.8211708971,1.8211708971,2.33222168042159j
19,-1.2806165990,0.9500000000,-2.8066273611,0.9004803325,0.9004803325,1.153170060929782j,0.6717514421,-2.8066273611,1.8009606651,1.8009606651,2.306340121859564j
20,-1.2806165990,1.0000000000,-2.7923504078,0.8898564424,0.8898564424,1.1395649308921132j,0.7071067812,-2.7923504078,1.7797128848,1.7797128848,2.2791298617842264j
21,-1.2806165990,1.0500000000,-2.7775484077,0.8787192891,0.8787192891,1.1253025075008145j,0.7424621202,-2.7775484077,1.7574385782,1.7574385782,2.250605015001629j
22,-1.2806165990,1.1000000000,-2.7622499943,0.8670749599,0.8670749599,1.110390586172302j,0.7778174593,-2.7622499943,1.7341499197,1.7341499197,2.220781172344604j
23,-1.2806165990,1.1500000000,-2.7464846093,0.8549301566,0.8549301566,1.0948377495719208j,0.8131727984,-2.7464846093,1.7098603133,1.7098603133,2.1896754991438416j
24,-1.2806165990,1.2000000000,-2.7302824200,0.8422922346,0.8422922346,1.0786534168309148j,0.8485281374,-2.7302824200,1.6845844692,1.6845844692,2.1573068336618295j
25,-1.2806165990,1.2500000000,-2.7136742314,0.8291692401,0.8291692401,1.0618478922209407j,0.8838834765,-2.7136742314,1.6583384801,1.6583384801,2.1236957844418813j
26,-1.2806165990,1.3000000000,-2.6966913967,0.8155699477,0.8155699477,1.0444324127125064j,0.9192388155,-2.6966913967,1.6311398955,1.6311398955,2.088864825425013j
27,-1.2806165990,1.3500000000,-2.6793657239,0.8015038963,0.8015038963,1.0264191938023932j,0.9545941546,-2.6793657239,1.6030077926,1.6030077926,2.0528383876047864j
28,-1.2806165990,1.4000000000,-2.6617293801,0.7869814226,0.7869814226,1.0078214729521313j,0.9899494937,-2.6617293801,1.5739628453,1.5739628453,2.0156429459042626j
29,-1.2806165990,1.4500000000,-2.6438147929,0.7720136930,0.7720136930,0.9886535499498451j,1.0253048327,-2.6438147929,1.5440273860,1.5440273860,1.9773070998996902j
30,-1.2806165990,1.5000000000,-2.6256545505,0.7566127319,0.7566127319,0.9689308234762196j,1.0606601718,-2.6256545505,1.5132254638,1.5132254638,1.9378616469524392j
31,-1.2806165990,1.5500000000,-2.6072812990,0.7407914468,0.7407914468,0.9486698231446732j,1.0960155108,-2.6072812990,1.4815828935,1.4815828935,1.8973396462893464j
32,-1.2806165990,1.6000000000,-2.5887276392,0.7245636493,0.7245636493,0.9278882362717379j,1.1313708499,-2.5887276392,1.4491272985,1.4491272985,1.8557764725434758j
33,-1.2806165990,1.6500000000,-2.5700260220,0.7079440711,0.7079440711,0.9066049286444157j,1.1667261890,-2.5700260220,1.4158881422,1.4158881422,1.8132098572888313j
34,-1.2806165990,1.7000000000,-2.5512086434,0.6909483754,0.6909483754,0.8848399585691071j,1.2020815280,-2.5512086434,1.3818967508,1.3818967508,1.7696799171382143j
35,-1.2806165990,1.7500000000,-2.5323073403,0.6735931614,0.6735931614,0.8626145835091344j,1.2374368671,-2.5323073403,1.3471863229,1.3471863229,1.725229167018269j
36,-1.2806165990,1.8000000000,-2.5133534438,0.6558953506,0.6558953506,0.8399504732073103j,1.2727922061,-2.5133534438,1.3117907012,1.3117907012,1.6799009464146206j
37,-1.2806165990,1.8500000000,-2.4943779175,0.6378739903,0.6378739903,0.8168720200369975j,1.3081475452,-2.4943779175,1.2757479806,1.2757479806,1.633744040073995j
38,-1.2806165990,1.9000000000,-2.4754109120,0.6195485741,0.6195485741,0.793404187854209j,1.3435028843,-2.4754109120,1.2390971481,1.2390971481,1.586808375708418j
39,-1.2806165990,1.9500000000,-2.4564817929,0.6009393724,0.6009393724,0.769572935271662j,1.3788582233,-2.4564817929,1.2018787448,1.2018787448,1.539145870543324j
40,-1.2806165990,2.0000000000,-2.4376190627,0.5820675154,0.5820675154,0.745405321912799j,1.4142135624,-2.4376190627,1.1641350307,1.1641350307,1.490810643825598j
41,-1.2806165990,2.0500000000,-2.4188502680,0.5629549550,0.5629549550,0.7209294598173056j,1.4495689014,-2.4188502680,1.1259099099,1.1259099099,1.4418589196346112j
42,-1.2806165990,2.1000000000,-2.4002019121,0.5436244192,0.5436244192,0.6961744547975299j,1.4849242405,-2.4002019121,1.0872488383,1.0872488383,1.3923489095950599j
43,-1.2806165990,2.1500000000,-2.3816993716,0.5240993584,0.5240993584,0.671170337837502j,1.5202795796,-2.3816993716,1.0481987167,1.0481987167,1.342340675675004j
44,-1.2806165990,2.2000000000,-2.3633668189,0.5044038842,0.5044038842,0.6459479867766117j,1.5556349186,-2.3633668189,1.0088077685,1.0088077685,1.2918959735532234j
45,-1.2806165990,2.2500000000,-2.3452271505,0.4845627014,0.4845627014,0.6205390386614877j,1.5909902577,-2.3452271505,0.9691254028,0.9691254028,1.2410780773229755j
46,-1.2806165990,2.3000000000,-2.3273019220,0.4646010319,0.4646010319,0.5949757933067361j,1.6263455967,-2.3273019220,0.9292020637,0.9292020637,1.1899515866134722j
47,-1.2806165990,2.3500000000,-2.3096112899,0.4445445336,0.4445445336,0.5692911087476056j,1.6617009358,-2.3096112899,0.8890890672,0.8890890672,1.1385822174952112j
48,-1.2806165990,2.4000000000,-2.2921739607,0.4244192132,0.4244192132,0.5435182894046803j,1.6970562748,-2.2921739607,0.8488384265,0.8488384265,1.0870365788093606j
49,-1.2806165990,2.4500000000,-2.2750071485,0.4042513335,0.4042513335,0.5176909679165933j,1.7324116139,-2.2750071485,0.8085026671,0.8085026671,1.0353819358331866j
50,-1.2806165990,2.5000000000,-2.2581265397,0.3840673173,0.3840673173,0.4918429817032635j,1.7677669530,-2.2581265397,0.7681346346,0.7681346346,0.983685963406527j
51,-1.2806165990,2.5500000000,-2.2415462670,0.3638936476,0.3638936476,0.46600824542830477j,1.8031222920,-2.2415462670,0.7277872953,0.7277872953,0.9320164908566095j
52,-1.2806165990,2.6000000000,-2.2252788911,0.3437567660,0.3437567660,0.4402206206066242j,1.8384776311,-2.2252788911,0.6875135321,0.6875135321,0.8804412412132484j
53,-1.2806165990,2.6500000000,-2.2093355970,0.3236830245,0.3236830245,0.41451385404469143j,1.8738329701,-2.2093355970,0.6473660491,0.6473660491,0.8290277080893829j
54,-1.2806165990,2.7000000000,-2.1937261346,0.3036986332,0.3036986332,0.38892151071181813j,1.9091883092,-2.1937261346,0.6073972663,0.6073972663,0.7778430214236363j
55,-1.2806165990,2.7500000000,-2.1784577951,0.2838291864,0.2838291864,0.36347636737090505j,1.9445436483,-2.1784577951,0.5676583728,0.5676583728,0.7269527347418101j
56,-1.2806165990,2.8000000000,-2.1635368326,0.2640999294,0.2640999294,0.33821075343089874j,1.9798989873,-2.1635368326,0.5281998589,0.5281998589,0.6764215068617975j
57,-1.2806165990,2.8500000000,-2.1489679667,0.2445355588,0.2445355588,0.313156295653613j,2.0152543264,-2.1489679667,0.4890711176,0.4890711176,0.626312591307226j
58,-1.2806165990,2.9000000000,-2.1347544146,0.2251601288,0.2251601288,0.2883437984402631j,2.0506096654,-2.1347544146,0.4503202577,0.4503202577,0.5766875968805262j
59,-1.2806165990,2.9500000000,-2.1208979303,0.2059969631,0.2059969631,0.2638031302952432j,2.0859650045,-2.1208979303,0.4119939262,0.4119939262,0.5276062605904864j
60,-1.2806165990,3.0000000000,-2.1073988503,0.1870685713,0.1870685713,0.23956311751206513j,2.1213203436,-2.1073988503,0.3741371425,0.3741371425,0.47912623502413026j
61,-1.2806165990,3.0500000000,-2.0942561462,0.1683965725,0.1683965725,0.21565144601840058j,2.1566756826,-2.0942561462,0.3367931451,0.3367931451,0.43130289203680117j
62,-1.2806165990,3.1000000000,-2.0814674834,0.1500016260,0.1500016260,0.19209457217939288j,2.1920310217,-2.0814674834,0.3000032521,0.3000032521,0.38418914435878576j
63,-1.2806165990,3.1500000000,-2.0690292840,0.1319033685,0.1319033685,0.16891764321468436j,2.2273863607,-2.0690292840,0.2638067371,0.2638067371,0.3378352864293687j
64,-1.2806165990,3.2000000000,-2.0569367955,0.1141203603,0.1141203603,0.14614442774216768j,2.2627416998,-2.0569367955,0.2282407207,0.2282407207,0.29228885548433536j
65,-1.2806165990,3.2500000000,-2.0451841624,0.0966700392,0.0966700392,0.12379725679932585j,2.2980970389,-2.0451841624,0.1933400784,0.1933400784,0.2475945135986517j
66,-1.2806165990,3.3000000000,-2.0337645021,0.0795686825,0.0795686825,0.10189697555010836j,2.3334523779,-2.0337645021,0.1591373650,0.1591373650,0.20379395110021672j
67,-1.2806165990,3.3500000000,-2.0226699825,0.0628313781,0.0628313781,0.08046290573076058j,2.3688077170,-2.0226699825,0.1256627562,0.1256627562,0.16092581146152116j
68,-1.2806165990,3.4000000000,-2.0118919022,0.0464720032,0.0464720032,0.059512818746834534j,2.4041630560,-2.0118919022,0.0929440065,0.0929440065,0.11902563749366907j
69,-1.2806165990,3.4500000000,-2.0014207717,0.0305032117,0.0305032117,0.03906291920308022j,2.4395183951,-2.0014207717,0.0610064234,0.0610064234,0.07812583840616044j
70,-1.2806165990,3.5000000000,-1.9912463953,0.0149364287,0.0149364287,0.01912783852129347j,2.4748737342,-1.9912463953,0.0298728574,0.0298728574,0.03825567704258694j
71,-1.2806165990,3.5500000000,-1.9813583825,-0.0002174875,-0.0002174875,(-0-0.00027851814499923317j),2.5102290732,-1.9813583825,-0.0004349751,-0.0004349751,-0.0005570362899984663j
72,-1.2806165990,3.6000000000,-1.9717450785,-0.0149499048,-0.0149499048,(-0-0.01914509630400017j),2.5455844123,-1.9717450785,-0.0298998097,-0.0298998097,-0.03829019260800034j
73,-1.2806165990,3.6500000000,-1.9623944665,-0.0292533206,-0.0292533206,(-0-0.037462287968801106j),2.5809397513,-1.9623944665,-0.0585066413,-0.0585066413,-0.07492457593760221j
74,-1.2806165990,3.7000000000,-1.9532943359,-0.0431211369,-0.0431211369,(-0-0.0552216437002964j),2.6162950904,-1.9532943359,-0.0862422738,-0.0862422738,-0.1104432874005928j
75,-1.2806165990,3.7500000000,-1.9444321699,-0.0565479053,-0.0565479053,(-0-0.07241618619402992j),2.6516504294,-1.9444321699,-0.1130958106,-0.1130958106,-0.14483237238805985j
76,-1.2806165990,3.8000000000,-1.9357952199,-0.0695292942,-0.0695292942,(-0-0.08904036829192195j),2.6870057685,-1.9357952199,-0.1390585884,-0.1390585884,-0.1780807365838439j
77,-1.2806165990,3.8500000000,-1.9273705770,-0.0820620517,-0.0820620517,(-0-0.10509002550709247j),2.7223611076,-1.9273705770,-0.1641241033,-0.1641241033,-0.21018005101418494j
78,-1.2806165990,3.9000000000,-1.9191452404,-0.0941439647,-0.0941439647,(-0-0.12056232384896227j),2.7577164466,-1.9191452404,-0.1882879293,-0.1882879293,-0.24112464769792455j
79,-1.2806165990,3.9500000000,-1.9111061823,-0.1057738154,-0.1057738154,(-0-0.1354557037276596j),2.7930717857,-1.9111061823,-0.2115476308,-0.2115476308,-0.2709114074553192j
80,-1.2806165990,4.0000000000,-1.9032404094,-0.1169513349,-0.1169513349,(-0-0.14976982069615027j),2.8284271247,-1.9032404094,-0.2339026697,-0.2339026697,-0.29953964139230055j
81,-1.2806165990,4.0500000000,-1.8955350209,-0.1276771548,-0.1276771548,(-0-0.16350548375951318j),2.8637824638,-1.8955350209,-0.2553543096,-0.2553543096,-0.32701096751902636j
82,-1.2806165990,4.1000000000,-1.8879772614,-0.1379527581,-0.1379527581,(-0-0.17666459194311843j),2.8991378029,-1.8879772614,-0.2759055163,-0.2759055163,-0.35332918388623685j
83,-1.2806165990,4.1500000000,-1.8805545717,-0.1477804285,-0.1477804285,(-0-0.1892500697670678j),2.9344931419,-1.8805545717,-0.2955608570,-0.2955608570,-0.3785001395341356j
84,-1.2806165990,4.2000000000,-1.8732546337,-0.1571631997,-0.1571631997,(-0-0.20126580222632195j),2.9698484810,-1.8732546337,-0.3143263993,-0.3143263993,-0.4025316044526439j
85,-1.2806165990,4.2500000000,-1.8660654126,-0.1661048045,-0.1661048045,(-0-0.2127165698219623j),3.0052038200,-1.8660654126,-0.3322096090,-0.3322096090,-0.4254331396439246j
86,-1.2806165990,4.3000000000,-1.8589751942,-0.1746096250,-0.1746096250,(-0-0.22360798413532978j),3.0405591591,-1.8589751942,-0.3492192500,-0.3492192500,-0.44721596827065957j
87,-1.2806165990,4.3500000000,-1.8519726191,-0.1826826425,-0.1826826425,(-0-0.23394642438103203j),3.0759144982,-1.8519726191,-0.3653652851,-0.3653652851,-0.46789284876206405j
88,-1.2806165990,4.4000000000,-1.8450467306,-0.1903292692,-0.1903292692,(-0-0.24373882146648787j),3.1112698372,-1.8450467306,-0.3806585385,-0.3806585385,-0.48747764293297574j
89,-1.2806165990,4.4500000000,-1.8381870476,-0.1975548624,-0.1975548624,(-0-0.2529920359455163j),3.1466251763,-1.8381870476,-0.3951097247,-0.3951097247,-0.5059840718910326j
90,-1.2806165990,4.5000000000,-1.8313832922,-0.2043667456,-0.2043667456,(-0-0.26171544668200186j),3.1819805153,-1.8313832922,-0.4087334912,-0.4087334912,-0.5234308933640037j
91,-1.2806165990,4.5500000000,-1.8246257859,-0.2107718298,-0.2107718298,(-0-0.26991790378791386j),3.2173358544,-1.8246257859,-0.4215436595,-0.4215436595,-0.5398358075758277j
92,-1.2806165990,4.6000000000,-1.8179053172,-0.2167773974,-0.2167773974,(-0-0.27760873343509945j),3.2526911935,-1.8179053172,-0.4335547949,-0.4335547949,-0.5552174668701989j
93,-1.2806165990,4.6500000000,-1.8112131532,-0.2223910628,-0.2223910628,(-0-0.2847976864486613j),3.2880465325,-1.8112131532,-0.4447821255,-0.4447821255,-0.5695953728973226j
94,-1.2806165990,4.7000000000,-1.8045410490,-0.2276207334,-0.2276207334,(-0-0.29149488947468694j),3.3234018716,-1.8045410490,-0.4552414668,-0.4552414668,-0.5829897789493739j
95,-1.2806165990,4.7500000000,-1.7978812535,-0.2324745744,-0.2324745744,(-0-0.29771079877555096j),3.3587572106,-1.7978812535,-0.4649491487,-0.4649491487,-0.5954215975511019j
96,-1.2806165990,4.8000000000,-1.7912265130,-0.2369609740,-0.2369609740,(-0-0.3034561566733775j),3.3941125497,-1.7912265130,-0.4739219481,-0.4739219481,-0.606912313346755j
97,-1.2806165990,4.8500000000,-1.7845700720,-0.2410885123,-0.2410885123,(-0-0.308741950633464j),3.4294678888,-1.7845700720,-0.4821770245,-0.4821770245,-0.617483901266928j
