,E,r_ours,U_our,sigma_ours,Psi_ours(t=0),dot_Psi_ours(t=0),r_yours,U_yours,sigma_yours,Psi_yours(t=0),dot_Psi_yours(t=0)
0,-1.4610222624,0.0000000000,-3.3584214909,1.1000000000,1.1000000000,1.6071244886086584j,0.0000000000,-3.3584214909,2.2000000000,2.2000000000,3.214248977217317j
1,-1.4610222624,0.0500000000,-3.3579156801,1.0996838605,1.0996838605,1.6066626017618328j,0.0353553391,-3.3579156801,2.1993677210,2.1993677210,3.2133252035236657j
2,-1.4610222624,0.1000000000,-3.3564033063,1.0987379640,1.0987379640,1.6052806259167545j,0.0707106781,-3.3564033063,2.1974759280,2.1974759280,3.210561251833509j
3,-1.4610222624,0.1500000000,-3.3538874879,1.0971623522,1.0971623522,1.6029786219769548j,0.1060660172,-3.3538874879,2.1943247044,2.1943247044,3.2059572439539097j
4,-1.4610222624,0.2000000000,-3.3503734060,1.0949570998,1.0949570998,1.5997566991556003j,0.1414213562,-3.3503734060,2.1899141996,2.1899141996,3.1995133983112005j
5,-1.4610222624,0.2500000000,-3.3458682938,1.0921223227,1.0921223227,1.595615026766769j,0.1767766953,-3.3458682938,2.1842446455,2.1842446455,3.191230053533538j
6,-1.4610222624,0.3000000000,-3.3403814212,1.0886581894,1.0886581894,1.5905538507708503j,0.2121320344,-3.3403814212,2.1773163787,2.1773163787,3.1811077015417006j
7,-1.4610222624,0.3500000000,-3.3339240754,1.0845649351,1.0845649351,1.5845735151281626j,0.2474873734,-3.3339240754,2.1691298701,2.1691298701,3.169147030256325j
8,-1.4610222624,0.4000000000,-3.3265069360,1.0798411454,1.0798411454,1.5776719531984478j,0.2828427125,-3.3265069360,2.1596822907,2.1596822907,3.1553439063968955j
9,-1.4610222624,0.4500000000,-3.3181468154,1.0744882178,1.0744882178,1.5698512069146322j,0.3181980515,-3.3181468154,2.1489764357,2.1489764357,3.1397024138292644j
10,-1.4610222624,0.5000000000,-3.3088620828,1.0685074810,1.0685074810,1.5611132172362994j,0.3535533906,-3.3088620828,2.1370149620,2.1370149620,3.1222264344725987j
11,-1.4610222624,0.5500000000,-3.2986718291,1.0618996546,1.0618996546,1.5514590358312406j,0.3889087297,-3.2986718291,2.1237993093,2.1237993093,3.102918071662481j
12,-1.4610222624,0.6000000000,-3.2875969946,1.0546656503,1.0546656503,1.5408899944916783j,0.4242640687,-3.2875969946,2.1093313007,2.1093313007,3.0817799889833566j
13,-1.4610222624,0.6500000000,-3.2756603210,1.0468066067,1.0468066067,1.5294077567977469j,0.4596194078,-3.2756603210,2.0936132134,2.0936132134,3.0588155135954938j
14,-1.4610222624,0.7000000000,-3.2628862988,1.0383239284,1.0383239284,1.5170143749487515j,0.4949747468,-3.2628862988,2.0766478568,2.0766478568,3.034028749897503j
15,-1.4610222624,0.7500000000,-3.2492999044,1.0292183746,1.0292183746,1.5037109581890693j,0.5303300859,-3.2492999044,2.0584367493,2.0584367493,3.0074219163781386j
16,-1.4610222624,0.8000000000,-3.2349284043,1.0194914653,1.0194914653,1.4894997270910313j,0.5656854249,-3.2349284043,2.0389829306,2.0389829306,2.9789994541820626j
17,-1.4610222624,0.8500000000,-3.2198031703,1.0091471973,1.0091471973,1.4743865212005591j,0.6010407640,-3.2198031703,2.0182943945,2.0182943945,2.9487730424011183j
18,-1.4610222624,0.9000000000,-3.2039550751,0.9981885039,0.9981885039,1.4583756262523058j,0.6363961031,-3.2039550751,1.9963770078,1.9963770078,2.9167512525046115j
19,-1.4610222624,0.9500000000,-3.1874163975,0.9866188311,0.9866188311,1.4414720767657367j,0.6717514421,-3.1874163975,1.9732376623,1.9732376623,2.8829441535314735j
20,-1.4610222624,1.0000000000,-3.1702207374,0.9744421957,0.9744421957,1.4236817412986378j,0.7071067812,-3.1702207374,1.9488843914,1.9488843914,2.8473634825972756j
21,-1.4610222624,1.0500000000,-3.1524029263,0.9616632460,0.9616632460,1.4050114113012242j,0.7424621202,-3.1524029263,1.9233264920,1.9233264920,2.8100228226024484j
22,-1.4610222624,1.1000000000,-3.1339987584,0.9482871380,0.9482871380,1.3854686197803179j,0.7778174593,-3.1339987584,1.8965742761,1.8965742761,2.7709372395606358j
23,-1.4610222624,1.1500000000,-3.1150435647,0.9343180247,0.9343180247,1.3650594342509983j,0.8131727984,-3.1150435647,1.8686360494,1.8686360494,2.7301188685019966j
24,-1.4610222624,1.2000000000,-3.0955774409,0.9197650334,0.9197650334,1.3437971898832413j,0.8485281374,-3.0955774409,1.8395300667,1.8395300667,2.6875943797664825j
25,-1.4610222624,1.2500000000,-3.0756391470,0.9046359934,0.9046359934,1.3216933257361847j,0.8838834765,-3.0756391470,1.8092719868,1.8092719868,2.6433866514723694j
26,-1.4610222624,1.3000000000,-3.0552681431,0.8889396920,0.8889396920,1.2987606799015152j,0.9192388155,-3.0552681431,1.7778793840,1.7778793840,2.5975213598030304j
27,-1.4610222624,1.3500000000,-3.0345044682,0.8726859384,0.8726859384,1.2750135840207433j,0.9545941546,-3.0345044682,1.7453718767,1.7453718767,2.5500271680414865j
28,-1.4610222624,1.4000000000,-3.0133886147,0.8558856269,0.8558856269,1.2504679549933106j,0.9899494937,-3.0133886147,1.7117712539,1.7117712539,2.5009359099866213j
29,-1.4610222624,1.4500000000,-2.9919613992,0.8385507970,0.8385507970,1.2251413825136848j,1.0253048327,-2.9919613992,1.6771015940,1.6771015940,2.4502827650273695j
30,-1.4610222624,1.5000000000,-2.9702631253,0.8206931299,0.8206931299,1.1990509334194117j,1.0606601718,-2.9702631253,1.6413862599,1.6413862599,2.3981018668388234j
31,-1.4610222624,1.5500000000,-2.9483356458,0.8023283330,0.8023283330,1.1722195562249955j,1.0960155108,-2.9483356458,1.6046566660,1.6046566660,2.344439112449991j
32,-1.4610222624,1.6000000000,-2.9262201773,0.7834726851,0.7834726851,1.1446710349183777j,1.1313708499,-2.9262201773,1.5669453702,1.5669453702,2.2893420698367555j
33,-1.4610222624,1.6500000000,-2.9039574622,0.7641433292,0.7641433292,1.1164304156007843j,1.1667261890,-2.9039574622,1.5282866584,1.5282866584,2.2328608312015685j
34,-1.4610222624,1.7000000000,-2.8815878702,0.7443587741,0.7443587741,1.0875247401178862j,1.2020815280,-2.8815878702,1.4887175482,1.4887175482,2.1750494802357725j
35,-1.4610222624,1.7500000000,-2.8591512553,0.7241389152,0.7241389152,1.0579830762190379j,1.2374368671,-2.8591512553,1.4482778305,1.4482778305,2.1159661524380757j
36,-1.4610222624,1.8000000000,-2.8366868126,0.7035050452,0.7035050452,1.0278365327981427j,1.2727922061,-2.8366868126,1.4070100905,1.4070100905,2.0556730655962854j
37,-1.4610222624,1.8500000000,-2.8142330265,0.6824791722,0.6824791722,0.9971172641238825j,1.3081475452,-2.8142330265,1.3649583443,1.3649583443,1.994234528247765j
38,-1.4610222624,1.9000000000,-2.7918275810,0.6610854208,0.6610854208,0.9658605170610968j,1.3435028843,-2.7918275810,1.3221708415,1.3221708415,1.9317210341221935j
39,-1.4610222624,1.9500000000,-2.7695068145,0.6393500720,0.6393500720,0.934104688627921j,1.3788582233,-2.7695068145,1.2787001440,1.2787001440,1.868209377255842j
40,-1.4610222624,2.0000000000,-2.7473058745,0.6172998922,0.6172998922,0.9018888850198616j,1.4142135624,-2.7473058745,1.2345997843,1.2345997843,1.8037777700397233j
41,-1.4610222624,2.0500000000,-2.7252585680,0.5949629140,0.5949629140,0.8692540626886568j,1.4495689014,-2.7252585680,1.1899258281,1.1899258281,1.7385081253773136j
42,-1.4610222624,2.1000000000,-2.7033972399,0.5723683706,0.5723683706,0.8362429316555865j,1.4849242405,-2.7033972399,1.1447367411,1.1447367411,1.672485863311173j
43,-1.4610222624,2.1500000000,-2.6817526586,0.5495466151,0.5495466151,0.8028998388374451j,1.5202795796,-2.6817526586,1.0990932302,1.0990932302,1.6057996776748902j
