,E,r_ours,U_our,sigma_ours,Psi_ours(t=0),dot_Psi_ours(t=0),r_yours,U_yours,sigma_yours,Psi_yours(t=0),dot_Psi_yours(t=0)
0,-4.4015714831,0.0000000000,-9.8982477790,2.2000000000,2.2000000000,9.683457262817798j,0.0000000000,-9.8982477790,4.4000000000,4.4000000000,19.366914525635597j
1,-4.4015714831,0.0500000000,-9.8962260203,2.1993962999,2.1993962999,9.680800033617025j,0.0353553391,-9.8962260203,4.3987925998,4.3987925998,19.36160006723405j
2,-4.4015714831,0.1000000000,-9.8901824174,2.1975889922,2.1975889922,9.672845039464764j,0.0707106781,-9.8901824174,4.3951779843,4.3951779843,19.34569007892953j
3,-4.4015714831,0.1500000000,-9.8801215491,2.1945713869,2.1945713869,9.65956283405886j,0.1060660172,-9.8801215491,4.3891427737,4.3891427737,19.31912566811772j
4,-4.4015714831,0.2000000000,-9.8660603311,2.1903350192,2.1903350192,9.640916159090695j,0.1414213562,-9.8660603311,4.3806700385,4.3806700385,19.28183231818139j
5,-4.4015714831,0.2500000000,-9.8480368305,2.1848723822,2.1848723822,9.616871971646745j,0.1767766953,-9.8480368305,4.3697447644,4.3697447644,19.23374394329349j
6,-4.4015714831,0.3000000000,-9.8260725569,2.1781650934,2.1781650934,9.587349360733398j,0.2121320344,-9.8260725569,4.3563301869,4.3563301869,19.174698721466797j
7,-4.4015714831,0.3500000000,-9.8002228146,2.1701995332,2.1701995332,9.552288378183789j,0.2474873734,-9.8002228146,4.3403990665,4.3403990665,19.104576756367578j
8,-4.4015714831,0.4000000000,-9.7705382571,2.1609546422,2.1609546422,9.511596329449798j,0.2828427125,-9.7705382571,4.3219092844,4.3219092844,19.023192658899596j
9,-4.4015714831,0.4500000000,-9.7370705815,2.1504031476,2.1504031476,9.46515317153581j,0.3181980515,-9.7370705815,4.3008062952,4.3008062952,18.93030634307162j
10,-4.4015714831,0.5000000000,-9.6999005636,2.1385212715,2.1385212715,9.412854244514522j,0.3535533906,-9.6999005636,4.2770425429,4.2770425429,18.825708489029044j
11,-4.4015714831,0.5500000000,-9.6590941730,2.1252729724,2.1252729724,9.354540909238619j,0.3889087297,-9.6590941730,4.2505459449,4.2505459449,18.709081818477237j
12,-4.4015714831,0.6000000000,-9.6147415176,2.1106237798,2.1106237798,9.29006144067595j,0.4242640687,-9.6147415176,4.2212475596,4.2212475596,18.5801228813519j
