,E,r_ours,U_our,sigma_ours,Psi_ours(t=0),dot_Psi_ours(t=0),r_yours,U_yours,sigma_yours,Psi_yours(t=0),dot_Psi_yours(t=0)
0,-3.4028813969,0.0000000000,-7.7027119409,1.9000000000,1.9000000000,6.465474654020241j,0.0000000000,-7.7027119409,3.8000000000,3.8000000000,12.930949308040482j
1,-3.4028813969,0.0500000000,-7.7012057428,1.8994529621,1.8994529621,6.463613148806623j,0.0353553391,-7.7012057428,3.7989059241,3.7989059241,12.927226297613245j
2,-3.4028813969,0.1000000000,-7.6966954403,1.8978126606,1.8978126606,6.458031397587527j,0.0707106781,-7.6966954403,3.7956253213,3.7956253213,12.916062795175055j
3,-3.4028813969,0.1500000000,-7.6891903782,1.8950759005,1.8950759005,6.448718527370781j,0.1060660172,-7.6891903782,3.7901518010,3.7901518010,12.897437054741562j
4,-3.4028813969,0.2000000000,-7.6787061234,1.8912373464,1.8912373464,6.4356563831964175j,0.1414213562,-7.6787061234,3.7824746929,3.7824746929,12.871312766392835j
5,-3.4028813969,0.2500000000,-7.6652644684,1.8862895042,1.8862895042,6.418819462812059j,0.1767766953,-7.6652644684,3.7725790083,3.7725790083,12.837638925624118j
6,-3.4028813969,0.3000000000,-7.6488934370,1.8802226950,1.8802226950,6.398174830678557j,0.2121320344,-7.6488934370,3.7604453900,3.7604453900,12.796349661357114j
7,-3.4028813969,0.3500000000,-7.6296272899,1.8730250260,1.8730250260,6.373682016849475j,0.2474873734,-7.6296272899,3.7460500520,3.7460500520,12.74736403369895j
8,-3.4028813969,0.4000000000,-7.6075065317,1.8646823583,1.8646823583,6.3452929080362j,0.2828427125,-7.6075065317,3.7293647166,3.7293647166,12.6905858160724j
9,-3.4028813969,0.4500000000,-7.5825771411,1.8551779428,1.8551779428,6.312950509562211j,0.3181980515,-7.5825771411,3.7103558857,3.7103558857,12.625901019124422j
10,-3.4028813969,0.5000000000,-7.5548890593,1.8444916512,1.8444916512,6.276586326592258j,0.3535533906,-7.5548890593,3.6889833024,3.6889833024,12.553172653184516j
11,-3.4028813969,0.5500000000,-7.5245056265,1.8326040938,1.8326040938,6.236134378440899j,0.3889087297,-7.5245056265,3.6652081875,3.6652081875,12.472268756881798j
