,E,r_ours,U_our,sigma_ours,Psi_ours(t=0),dot_Psi_ours(t=0),r_yours,U_yours,sigma_yours,Psi_yours(t=0),dot_Psi_yours(t=0)
0,-1.8592224152,0.0000000000,-4.2593412073,1.3000000000,1.3000000000,2.4169891398218475j,0.0000000000,-4.2593412073,2.6000000000,2.6000000000,4.833978279643695j
1,-1.8592224152,0.0500000000,-4.2586332682,1.2996132068,1.2996132068,2.4162700051669233j,0.0353553391,-4.2586332682,2.5992264135,2.5992264135,4.8325400103338465j
2,-1.8592224152,0.1000000000,-4.2565240602,1.2984598246,1.2984598246,2.4141256111881253j,0.0707106781,-4.2565240602,2.5969196492,2.5969196492,4.828251222376251j
3,-1.8592224152,0.1500000000,-4.2530111208,1.2965355503,1.2965355503,2.4105479572628634j,0.1060660172,-4.2530111208,2.5930711006,2.5930711006,4.821095914525727j
4,-1.8592224152,0.2000000000,-4.2481027673,1.2938400032,1.2938400032,2.4055363356029984j,0.1414213562,-4.2481027673,2.5876800063,2.5876800063,4.811072671205997j
5,-1.8592224152,0.2500000000,-4.2418146817,1.2903749753,1.2903749753,2.399094078211678j,0.1767766953,-4.2418146817,2.5807499507,2.5807499507,4.798188156423356j
6,-1.8592224152,0.3000000000,-4.2341490917,1.2861327273,1.2861327273,2.391206795590683j,0.2121320344,-4.2341490917,2.5722654546,2.5722654546,4.782413591181366j
7,-1.8592224152,0.3500000000,-4.2251342911,1.2811183109,1.2811183109,2.3818838801382904j,0.2474873734,-4.2251342911,2.5622366217,2.5622366217,4.763767760276581j
8,-1.8592224152,0.4000000000,-4.2147820685,1.2753254905,1.2753254905,2.3711137386236705j,0.2828427125,-4.2147820685,2.5506509809,2.5506509809,4.742227477247341j
9,-1.8592224152,0.4500000000,-4.2031169382,1.2687534370,1.2687534370,2.358894829414722j,0.3181980515,-4.2031169382,2.5375068739,2.5375068739,4.717789658829444j
10,-1.8592224152,0.5000000000,-4.1901672102,1.2614018688,1.2614018688,2.345226629178972j,0.3535533906,-4.1901672102,2.5228037377,2.5228037377,4.690453258357944j
11,-1.8592224152,0.5500000000,-4.1759518316,1.2532628195,1.2532628195,2.3300943262504563j,0.3889087297,-4.1759518316,2.5065256390,2.5065256390,4.660188652500913j
12,-1.8592224152,0.6000000000,-4.1605115146,1.2443401354,1.2443401354,2.313505071958967j,0.4242640687,-4.1605115146,2.4886802708,2.4886802708,4.627010143917934j
13,-1.8592224152,0.6500000000,-4.1438720009,1.2346264402,1.2346264402,2.2954451521505375j,0.4596194078,-4.1438720009,2.4692528805,2.4692528805,4.590890304301075j
14,-1.8592224152,0.7000000000,-4.1260726417,1.2241214818,1.2241214818,2.2759140979967296j,0.4949747468,-4.1260726417,2.4482429637,2.4482429637,4.551828195993459j
15,-1.8592224152,0.7500000000,-4.1071533492,1.2128240402,1.2128240402,2.254909641289912j,0.5303300859,-4.1071533492,2.4256480804,2.4256480804,4.509819282579824j
16,-1.8592224152,0.8000000000,-4.0871486610,1.2007272659,1.2007272659,2.2324190474306915j,0.5656854249,-4.0871486610,2.4014545319,2.4014545319,4.464838094861383j
17,-1.8592224152,0.8500000000,-4.0661098461,1.1878353102,1.1878353102,2.2084500342818014j,0.6010407640,-4.0661098461,2.3756706203,2.3756706203,4.416900068563603j
18,-1.8592224152,0.9000000000,-4.0440755842,1.1741413541,1.1741413541,2.1829899242438406j,0.6363961031,-4.0440755842,2.3482827082,2.3482827082,4.365979848487681j
19,-1.8592224152,0.9500000000,-4.0210976376,1.1596476614,1.1596476614,2.1560429258089098j,0.6717514421,-4.0210976376,2.3192953227,2.3192953227,4.3120858516178195j
20,-1.8592224152,1.0000000000,-3.9972258561,1.1443541620,1.1443541620,2.1276089089453984j,0.7071067812,-3.9972258561,2.2887083240,2.2887083240,4.255217817890797j
21,-1.8592224152,1.0500000000,-3.9725080177,1.1282575389,1.1282575389,2.0976817064077644j,0.7424621202,-3.9725080177,2.2565150777,2.2565150777,4.195363412815529j
22,-1.8592224152,1.1000000000,-3.9470032898,1.1113647359,1.1113647359,2.0662742285474542j,0.7778174593,-3.9470032898,2.2227294718,2.2227294718,4.1325484570949085j
23,-1.8592224152,1.1500000000,-3.9207612678,1.0936723626,1.0936723626,2.0333801715269435j,0.8131727984,-3.9207612678,2.1873447252,2.1873447252,4.066760343053887j
24,-1.8592224152,1.2000000000,-3.8938424422,1.0751881708,1.0751881708,1.9990139476839324j,0.8485281374,-3.8938424422,2.1503763415,2.1503763415,3.9980278953678647j
25,-1.8592224152,1.2500000000,-3.8663040025,1.0559164584,1.0559164584,1.9631835480304298j,0.8838834765,-3.8663040025,2.1118329167,2.1118329167,3.9263670960608597j
26,-1.8592224152,1.3000000000,-3.8382031611,1.0358609787,1.0358609787,1.9258959506658806j,0.9192388155,-3.8382031611,2.0717219574,2.0717219574,3.851791901331761j
27,-1.8592224152,1.3500000000,-3.8096032924,1.0150349190,1.0150349190,1.8871756735900562j,0.9545941546,-3.8096032924,2.0300698379,2.0300698379,3.7743513471801124j
28,-1.8592224152,1.4000000000,-3.7805615631,0.9934423409,0.9934423409,1.8470302684291349j,0.9899494937,-3.7805615631,1.9868846818,1.9868846818,3.6940605368582697j
29,-1.8592224152,1.4500000000,-3.7511421201,0.9711002019,0.9711002019,1.8054912628284865j,1.0253048327,-3.7511421201,1.9422004038,1.9422004038,3.610982525656973j
30,-1.8592224152,1.5000000000,-3.7214056919,0.9480212688,0.9480212688,1.7625823930327467j,1.0606601718,-3.7214056919,1.8960425375,1.8960425375,3.5251647860654933j
31,-1.8592224152,1.5500000000,-3.6914135490,0.9242205115,0.9242205115,1.7183314915717347j,1.0960155108,-3.6914135490,1.8484410230,1.8484410230,3.4366629831434694j
32,-1.8592224152,1.6000000000,-3.6612284392,0.8997211763,0.8997211763,1.672781778393459j,1.1313708499,-3.6612284392,1.7994423525,1.7994423525,3.345563556786918j
33,-1.8592224152,1.6500000000,-3.6309102707,0.8745392554,0.8745392554,1.62596298660147j,1.1667261890,-3.6309102707,1.7490785107,1.7490785107,3.25192597320294j
34,-1.8592224152,1.7000000000,-3.6005205229,0.8487043322,0.8487043322,1.5779301182856076j,1.2020815280,-3.6005205229,1.6974086643,1.6974086643,3.155860236571215j
35,-1.8592224152,1.7500000000,-3.5701184293,0.8222416070,0.8222416070,1.528730026402765j,1.2374368671,-3.5701184293,1.6444832139,1.6444832139,3.05746005280553j
36,-1.8592224152,1.8000000000,-3.5397626284,0.7951806417,0.7951806417,1.4784176732375192j,1.2727922061,-3.5397626284,1.5903612834,1.5903612834,2.9568353464750383j
37,-1.8592224152,1.8500000000,-3.5095095176,0.7675575216,0.7675575216,1.427060149060325j,1.3081475452,-3.5095095176,1.5351150431,1.5351150431,2.85412029812065j
38,-1.8592224152,1.9000000000,-3.4794156957,0.7394035080,0.7394035080,1.3747155758933387j,1.3435028843,-3.4794156957,1.4788070159,1.4788070159,2.7494311517866774j
39,-1.8592224152,1.9500000000,-3.4495330529,0.7107621195,0.7107621195,1.3214648644474751j,1.3788582233,-3.4495330529,1.4215242390,1.4215242390,2.6429297288949503j
40,-1.8592224152,2.0000000000,-3.4199135336,0.6816730249,0.6816730249,1.2673817678277361j,1.4142135624,-3.4199135336,1.3633460499,1.3633460499,2.5347635356554723j
41,-1.8592224152,2.0500000000,-3.3906060093,0.6521809370,0.6521809370,1.212549416823542j,1.4495689014,-3.3906060093,1.3043618740,1.3043618740,2.425098833647084j
42,-1.8592224152,2.1000000000,-3.3616548415,0.6223345580,0.6223345580,1.1570583599823097j,1.4849242405,-3.3616548415,1.2446691160,1.2446691160,2.3141167199646193j
43,-1.8592224152,2.1500000000,-3.3331066508,0.5921807785,0.5921807785,1.1009957773523598j,1.5202795796,-3.3331066508,1.1843615571,1.1843615571,2.2019915547047195j
44,-1.8592224152,2.2000000000,-3.3049978104,0.5617741458,0.5617741458,1.044463084138357j,1.5556349186,-3.3049978104,1.1235482916,1.1235482916,2.088926168276714j
45,-1.8592224152,2.2500000000,-3.2773674134,0.5311671465,0.5311671465,0.9875578650098384j,1.5909902577,-3.2773674134,1.0623342930,1.0623342930,1.9751157300196769j
46,-1.8592224152,2.3000000000,-3.2502484818,0.5004157014,0.5004157014,0.9303840889589979j,1.6263455967,-3.2502484818,1.0008314028,1.0008314028,1.8607681779179959j
47,-1.8592224152,2.3500000000,-3.2236691031,0.4695768963,0.4695768963,0.8730478912218839j,1.6617009358,-3.2236691031,0.9391537925,0.9391537925,1.7460957824437677j
48,-1.8592224152,2.4000000000,-3.1976599139,0.4387084405,0.4387084405,0.8156565662498254j,1.6970562748,-3.1976599139,0.8774168809,0.8774168809,1.6313131324996508j
49,-1.8592224152,2.4500000000,-3.1722386699,0.4078690932,0.4078690932,0.7583193604812672j,1.7324116139,-3.1722386699,0.8157381863,0.8157381863,1.5166387209625345j
50,-1.8592224152,2.5000000000,-3.1474276756,0.3771180039,0.3771180039,0.7011462460421909j,1.7677669530,-3.1474276756,0.7542360078,0.7542360078,1.4022924920843818j
51,-1.8592224152,2.5500000000,-3.1232407501,0.3465139886,0.3465139886,0.644246574837006j,1.8031222920,-3.1232407501,0.6930279772,0.6930279772,1.288493149674012j
52,-1.8592224152,2.6000000000,-3.0996879323,0.3161148541,0.3161148541,0.5877278226110932j,1.8384776311,-3.0996879323,0.6322297083,0.6322297083,1.1754556452221865j
53,-1.8592224152,2.6500000000,-3.0767811400,0.2859798603,0.2859798603,0.5317001665432365j,1.8738329701,-3.0767811400,0.5719597206,0.5719597206,1.063400333086473j
54,-1.8592224152,2.7000000000,-3.0545194086,0.2561630664,0.2561630664,0.47626411491893994j,1.9091883092,-3.0545194086,0.5123261327,0.5123261327,0.9525282298378799j
55,-1.8592224152,2.7500000000,-3.0329074754,0.2267212944,0.2267212944,0.4215253126376475j,1.9445436483,-3.0329074754,0.4534425889,0.4534425889,0.843050625275295j
56,-1.8592224152,2.8000000000,-3.0119403815,0.1977061239,0.1977061239,0.36757965720898955j,1.9798989873,-3.0119403815,0.3954122478,0.3954122478,0.7351593144179791j
57,-1.8592224152,2.8500000000,-2.9916115459,0.1691674131,0.1691674131,0.3145198463321709j,2.0152543264,-2.9916115459,0.3383348262,0.3383348262,0.6290396926643418j
58,-1.8592224152,2.9000000000,-2.9719152923,0.1411559359,0.1411559359,0.2624402801417817j,2.0506096654,-2.9719152923,0.2823118719,0.2823118719,0.5248805602835634j
59,-1.8592224152,2.9500000000,-2.9528351509,0.1137128034,0.1137128034,0.21141739297578271j,2.0859650045,-2.9528351509,0.2274256068,0.2274256068,0.42283478595156543j
60,-1.8592224152,3.0000000000,-2.9343608135,0.0868841786,0.0868841786,0.16153701238745324j,2.1213203436,-2.9343608135,0.1737683572,0.1737683572,0.3230740247749065j
61,-1.8592224152,3.0500000000,-2.9164725281,0.0607061969,0.0607061969,0.11286632207170443j,2.1566756826,-2.9164725281,0.1214123939,0.1214123939,0.22573264414340885j
62,-1.8592224152,3.1000000000,-2.8991512888,0.0352143689,0.0352143689,0.06547134392188866j,2.1920310217,-2.8991512888,0.0704287377,0.0704287377,0.13094268784377733j
63,-1.8592224152,3.1500000000,-2.8823782073,0.0104438132,0.0104438132,0.01941737164690988j,2.2273863607,-2.8823782073,0.0208876264,0.0208876264,0.03883474329381976j
64,-1.8592224152,3.2000000000,-2.8661268302,-0.0135818950,-0.0135818950,(-0-0.02525176369794528j),2.2627416998,-2.8661268302,-0.0271637901,-0.0271637901,-0.05050352739589056j
65,-1.8592224152,3.2500000000,-2.8503766535,-0.0368320407,-0.0368320407,(-0-0.06847895574844375j),2.2980970389,-2.8503766535,-0.0736640815,-0.0736640815,-0.1369579114968875j
66,-1.8592224152,3.3000000000,-2.8350992490,-0.0592895561,-0.0592895561,(-0-0.1102324716938176j),2.3334523779,-2.8350992490,-0.1185791122,-0.1185791122,-0.2204649433876352j
67,-1.8592224152,3.3500000000,-2.8202687811,-0.0809354637,-0.0809354637,(-0-0.15047702824692893j),2.3688077170,-2.8202687811,-0.1618709273,-0.1618709273,-0.30095405649385787j
68,-1.8592224152,3.4000000000,-2.8058591607,-0.1017526789,-0.1017526789,(-0-0.18918086143240465j),2.4041630560,-2.8058591607,-0.2035053578,-0.2035053578,-0.3783617228648093j
69,-1.8592224152,3.4500000000,-2.7918400994,-0.1217351223,-0.1217351223,(-0-0.2263326681152672j),2.4395183951,-2.7918400994,-0.2434702446,-0.2434702446,-0.4526653362305344j
70,-1.8592224152,3.5000000000,-2.7781864727,-0.1408679405,-0.1408679405,(-0-0.2619048326482566j),2.4748737342,-2.7781864727,-0.2817358811,-0.2817358811,-0.5238096652965132j
71,-1.8592224152,3.5500000000,-2.7648675341,-0.1591519565,-0.1591519565,(-0-0.295898884948132j),2.5102290732,-2.7648675341,-0.3183039130,-0.3183039130,-0.591797769896264j
72,-1.8592224152,3.6000000000,-2.7518560262,-0.1765829682,-0.1765829682,(-0-0.3283070125733192j),2.5455844123,-2.7518560262,-0.3531659363,-0.3531659363,-0.6566140251466384j
73,-1.8592224152,3.6500000000,-2.7391244991,-0.1931600169,-0.1931600169,(-0-0.35912743316186346j),2.5809397513,-2.7391244991,-0.3863200338,-0.3863200338,-0.7182548663237269j
74,-1.8592224152,3.7000000000,-2.7266440672,-0.2088910294,-0.2088910294,(-0-0.3883748842192114j),2.6162950904,-2.7266440672,-0.4177820588,-0.4177820588,-0.7767497684384228j
75,-1.8592224152,3.7500000000,-2.7143898434,-0.2237742206,-0.2237742206,(-0-0.4160460469361966j),2.6516504294,-2.7143898434,-0.4475484412,-0.4475484412,-0.8320920938723932j
76,-1.8592224152,3.8000000000,-2.7023338582,-0.2378240527,-0.2378240527,(-0-0.44216780972419245j),2.6870057685,-2.7023338582,-0.4756481055,-0.4756481055,-0.8843356194483849j
77,-1.8592224152,3.8500000000,-2.6904515353,-0.2510471404,-0.2510471404,(-0-0.46675247069184955j),2.7223611076,-2.6904515353,-0.5020942808,-0.5020942808,-0.9335049413836991j
78,-1.8592224152,3.9000000000,-2.6787184877,-0.2634544076,-0.2634544076,(-0-0.48982033992539453j),2.7577164466,-2.6787184877,-0.5269088151,-0.5269088151,-0.9796406798507891j
79,-1.8592224152,3.9500000000,-2.6671107175,-0.2750629386,-0.2750629386,(-0-0.5114031810189174j),2.7930717857,-2.6671107175,-0.5501258772,-0.5501258772,-1.0228063620378347j
80,-1.8592224152,4.0000000000,-2.6556069222,-0.2858799458,-0.2858799458,(-0-0.5315144033863252j),2.8284271247,-2.6556069222,-0.5717598917,-0.5717598917,-1.0630288067726503j
81,-1.8592224152,4.0500000000,-2.6441850518,-0.2959283971,-0.2959283971,(-0-0.5501967092314584j),2.8637824638,-2.6441850518,-0.5918567942,-0.5918567942,-1.1003934184629167j
82,-1.8592224152,4.1000000000,-2.6328256106,-0.3052214306,-0.3052214306,(-0-0.5674745253107528j),2.8991378029,-2.6328256106,-0.6104428611,-0.6104428611,-1.1349490506215056j
83,-1.8592224152,4.1500000000,-2.6215098378,-0.3137772441,-0.3137772441,(-0-0.5833816856472047j),2.9344931419,-2.6215098378,-0.6275544882,-0.6275544882,-1.1667633712944094j
84,-1.8592224152,4.2000000000,-2.6102202606,-0.3216172353,-0.3216172353,(-0-0.5979579729260404j),2.9698484810,-2.6102202606,-0.6432344705,-0.6432344705,-1.1959159458520807j
85,-1.8592224152,4.2500000000,-2.5989408646,-0.3287548647,-0.3287548647,(-0-0.6112284135442758j),3.0052038200,-2.5989408646,-0.6575097294,-0.6575097294,-1.2224568270885516j
86,-1.8592224152,4.3000000000,-2.5876567693,-0.3352160647,-0.3352160647,(-0-0.6232412213548475j),3.0405591591,-2.5876567693,-0.6704321293,-0.6704321293,-1.246482442709695j
87,-1.8592224152,4.3500000000,-2.5763544207,-0.3410173772,-0.3410173772,(-0-0.634027151744359j),3.0759144982,-2.5763544207,-0.6820347545,-0.6820347545,-1.268054303488718j
88,-1.8592224152,4.4000000000,-2.5650215575,-0.3461804812,-0.3461804812,(-0-0.6436265102794431j),3.1112698372,-2.5650215575,-0.6923609623,-0.6923609623,-1.2872530205588861j
89,-1.8592224152,4.4500000000,-2.5536473194,-0.3507278450,-0.3507278450,(-0-0.6520810709908257j),3.1466251763,-2.5536473194,-0.7014556899,-0.7014556899,-1.3041621419816514j
90,-1.8592224152,4.5000000000,-2.5422215720,-0.3546761568,-0.3546761568,(-0-0.6594218609335528j),3.1819805153,-2.5422215720,-0.7093523137,-0.7093523137,-1.3188437218671056j
91,-1.8592224152,4.5500000000,-2.5307361884,-0.3580512911,-0.3580512911,(-0-0.6656969862708324j),3.2173358544,-2.5307361884,-0.7161025823,-0.7161025823,-1.3313939725416648j
92,-1.8592224152,4.6000000000,-2.5191833931,-0.3608708251,-0.3608708251,(-0-0.6709391269926354j),3.2526911935,-2.5191833931,-0.7217416502,-0.7217416502,-1.3418782539852707j
93,-1.8592224152,4.6500000000,-2.5075570716,-0.3631572947,-0.3631572947,(-0-0.6751901825508154j),3.2880465325,-2.5075570716,-0.7263145894,-0.7263145894,-1.3503803651016308j
94,-1.8592224152,4.7000000000,-2.4958521590,-0.3649323253,-0.3649323253,(-0-0.6784903591668214j),3.3234018716,-2.4958521590,-0.7298646505,-0.7298646505,-1.3569807183336429j
95,-1.8592224152,4.7500000000,-2.4840639806,-0.3662136813,-0.3662136813,(-0-0.6808726849884966j),3.3587572106,-2.4840639806,-0.7324273625,-0.7324273625,-1.3617453699769932j
96,-1.8592224152,4.8000000000,-2.4721899867,-0.3670255597,-0.3670255597,(-0-0.6823821474829507j),3.3941125497,-2.4721899867,-0.7340511193,-0.7340511193,-1.3647642949659013j
97,-1.8592224152,4.8500000000,-2.4602273407,-0.3673851593,-0.3673851593,(-0-0.6830507231383617j),3.4294678888,-2.4602273407,-0.7347703185,-0.7347703185,-1.3661014462767234j
98,-1.8592224152,4.9000000000,-2.4481750006,-0.3673142750,-0.3673142750,(-0-0.6829189335375718j),3.4648232278,-2.4481750006,-0.7346285500,-0.7346285500,-1.3658378670751437j
99,-1.8592224152,4.9500000000,-2.4360324509,-0.3668327412,-0.3668327412,(-0-0.6820236550357089j),3.5001785669,-2.4360324509,-0.7336654823,-0.7336654823,-1.3640473100714179j
