,E,r_ours,U_our,sigma_ours,Psi_ours(t=0),dot_Psi_ours(t=0),r_yours,U_yours,sigma_yours,Psi_yours(t=0),dot_Psi_yours(t=0)
0,-1.4770377166,0.0000000000,-2.9566821232,1.0000000000,1.0000000000,1.4770377165936304j,0.0000000000,-2.9566821232,2.0000000000,2.0000000000,2.9540754331872607j
1,-1.4770377166,0.0500000000,-2.9562637897,0.9997993386,0.9997993386,1.4767413321015643j,0.0353553391,-2.9562637897,1.9995986772,1.9995986772,2.9534826642031287j
2,-1.4770377166,0.1000000000,-2.9550145290,0.9991999892,0.9991999892,1.475856070471783j,0.0707106781,-2.9550145290,1.9983999784,1.9983999784,2.951712140943566j
3,-1.4770377166,0.1500000000,-2.9529361271,0.9982024568,0.9982024568,1.474382677524233j,0.1060660172,-2.9529361271,1.9964049136,1.9964049136,2.948765355048466j
4,-1.4770377166,0.2000000000,-2.9500265460,0.9968051710,0.9968051710,1.472318833720043j,0.1414213562,-2.9500265460,1.9936103421,1.9936103421,2.944637667440086j
5,-1.4770377166,0.2500000000,-2.9462949065,0.9950116977,0.9950116977,1.4696698059396454j,0.1767766953,-2.9462949065,1.9900233954,1.9900233954,2.9393396118792907j
6,-1.4770377166,0.3000000000,-2.9417466078,0.9928235949,0.9928235949,1.4664378956542086j,0.2121320344,-2.9417466078,1.9856471899,1.9856471899,2.932875791308417j
7,-1.4770377166,0.3500000000,-2.9363833107,0.9902403822,0.9902403822,1.462622392998456j,0.2474873734,-2.9363833107,1.9804807644,1.9804807644,2.925244785996912j
8,-1.4770377166,0.4000000000,-2.9302173666,0.9872665496,0.9872665496,1.4582299300995403j,0.2828427125,-2.9302173666,1.9745330992,1.9745330992,2.9164598601990805j
9,-1.4770377166,0.4500000000,-2.9232576683,0.9839047205,0.9839047205,1.453264381718043j,0.3181980515,-2.9232576683,1.9678094410,1.9678094410,2.906528763436086j
10,-1.4770377166,0.5000000000,-2.9155094895,0.9801555365,0.9801555365,1.4477266955620818j,0.3535533906,-2.9155094895,1.9603110730,1.9603110730,2.8954533911241636j
11,-1.4770377166,0.5500000000,-2.9069881938,0.9760244142,0.9760244142,1.4416248720179126j,0.3889087297,-2.9069881938,1.9520488283,1.9520488283,2.883249744035825j
