,E,r_ours,U_our,sigma_ours,Psi_ours(t=0),dot_Psi_ours(t=0),r_yours,U_yours,sigma_yours,Psi_yours(t=0),dot_Psi_yours(t=0)
0,-4.8567888763,0.0000000000,-9.7909876718,2.1000000000,2.1000000000,10.199256640249565j,0.0000000000,-9.7909876718,4.2000000000,4.2000000000,20.39851328049913j
1,-4.8567888763,0.0500000000,-9.7891469373,2.0995404647,2.0995404647,10.197024774088835j,0.0353553391,-9.7891469373,4.1990809293,4.1990809293,20.39404954817767j
2,-4.8567888763,0.1000000000,-9.7836412620,2.0981653462,2.0981653462,10.190346113989595j,0.0707106781,-9.7836412620,4.1963306924,4.1963306924,20.38069222797919j
3,-4.8567888763,0.1500000000,-9.7744662233,2.0958716145,2.0958716145,10.179205943519646j,0.1060660172,-9.7744662233,4.1917432290,4.1917432290,20.358411887039292j
4,-4.8567888763,0.2000000000,-9.7616487509,2.0926628144,2.0926628144,10.163621478688215j,0.1414213562,-9.7616487509,4.1853256287,4.1853256287,20.32724295737643j
5,-4.8567888763,0.2500000000,-9.7451970727,2.0885365175,2.0885365175,10.14358092576638j,0.1767766953,-9.7451970727,4.1770730349,4.1770730349,20.28716185153276j
6,-4.8567888763,0.3000000000,-9.7251483552,2.0834963385,2.0834963385,10.119101840805929j,0.2121320344,-9.7251483552,4.1669926771,4.1669926771,20.238203681611857j
7,-4.8567888763,0.3500000000,-9.7015233853,2.0775404738,2.0775404738,10.090175463265153j,0.2474873734,-9.7015233853,4.1550809476,4.1550809476,20.180350926530306j
8,-4.8567888763,0.4000000000,-9.6743693410,2.0706726350,2.0706726350,10.056819820346172j,0.2828427125,-9.6743693410,4.1413452701,4.1413452701,20.113639640692345j
9,-4.8567888763,0.4500000000,-9.6437193734,2.0628916805,2.0628916805,10.019029366649942j,0.3181980515,-9.6437193734,4.1257833609,4.1257833609,20.038058733299884j
10,-4.8567888763,0.5000000000,-9.6096303855,2.0542014632,2.0542014632,9.976822816303306j,0.3535533906,-9.6096303855,4.1084029265,4.1084029265,19.953645632606612j
11,-4.8567888763,0.5500000000,-9.5721475947,2.0446015598,2.0446015598,9.930198112090398j,0.3889087297,-9.5721475947,4.0892031196,4.0892031196,19.860396224180796j
12,-4.8567888763,0.6000000000,-9.5313372800,2.0340960313,2.0340960313,9.879174978333669j,0.4242640687,-9.5313372800,4.0681920627,4.0681920627,19.758349956667338j
13,-4.8567888763,0.6500000000,-9.4872563233,2.0226852528,2.0226852528,9.823755236017949j,0.4596194078,-9.4872563233,4.0453705056,4.0453705056,19.647510472035897j
14,-4.8567888763,0.7000000000,-9.4399799687,2.0103735880,2.0103735880,9.763960079439775j,0.4949747468,-9.4399799687,4.0207471760,4.0207471760,19.52792015887955j
15,-4.8567888763,0.7500000000,-9.3895762561,1.9971623212,1.9971623212,9.69979574591496j,0.5303300859,-9.3895762561,3.9943246425,3.9943246425,19.39959149182992j
