,E,r_ours,U_our,sigma_ours,Psi_ours(t=0),dot_Psi_ours(t=0),r_yours,U_yours,sigma_yours,Psi_yours(t=0),dot_Psi_yours(t=0)
0,-6.1813646539,0.0000000000,-12.4615137175,2.4000000000,2.4000000000,14.835275169328328j,0.0000000000,-12.4615137175,4.8000000000,4.8000000000,29.670550338656657j
1,-6.1813646539,0.0500000000,-12.4591116368,2.3994793368,2.3994793368,14.832056760097041j,0.0353553391,-12.4591116368,4.7989586736,4.7989586736,29.664113520194082j
2,-6.1813646539,0.1000000000,-12.4519153236,2.3979187446,2.3979187446,14.82241017086118j,0.0707106781,-12.4519153236,4.7958374892,4.7958374892,29.64482034172236j
3,-6.1813646539,0.1500000000,-12.4399359986,2.3953183965,2.3953183965,14.806336471067219j,0.1060660172,-12.4399359986,4.7906367930,4.7906367930,29.612672942134438j
4,-6.1813646539,0.2000000000,-12.4231923324,2.3916785810,2.3916785810,14.783837444098882j,0.1414213562,-12.4231923324,4.7833571620,4.7833571620,29.567674888197764j
5,-6.1813646539,0.2500000000,-12.4017070158,2.3869989525,2.3869989525,14.754910953544961j,0.1767766953,-12.4017070158,4.7739979049,4.7739979049,29.509821907089922j
6,-6.1813646539,0.3000000000,-12.3755143298,2.3812801961,2.3812801961,14.719561235404422j,0.2121320344,-12.3755143298,4.7625603923,4.7625603923,29.439122470808844j
7,-6.1813646539,0.3500000000,-12.3446577664,2.3745235408,2.3745235408,14.677795884811685j,0.2474873734,-12.3446577664,4.7490470816,4.7490470816,29.35559176962337j
8,-6.1813646539,0.4000000000,-12.3091853856,2.3667297482,2.3667297482,14.62961961098069j,0.2828427125,-12.3091853856,4.7334594965,4.7334594965,29.25923922196138j
9,-6.1813646539,0.4500000000,-12.2691517116,2.3578995433,2.3578995433,14.57503689440615j,0.3181980515,-12.2691517116,4.7157990866,4.7157990866,29.1500737888123j
10,-6.1813646539,0.5000000000,-12.2246147562,2.3480329349,2.3480329349,14.514047789898292j,0.3535533906,-12.2246147562,4.6960658698,4.6960658698,29.028095579796585j
11,-6.1813646539,0.5500000000,-12.1756489770,2.3371322513,2.3371322513,14.446666689427374j,0.3889087297,-12.1756489770,4.6742645025,4.6742645025,28.89333337885475j
12,-6.1813646539,0.6000000000,-12.1223305184,2.3251987958,2.3251987958,14.372901649860934j,0.4242640687,-12.1223305184,4.6503975917,4.6503975917,28.745803299721867j
13,-6.1813646539,0.6500000000,-12.0647422422,2.3122340335,2.3122340335,14.292761726006086j,0.4596194078,-12.0647422422,4.6244680669,4.6244680669,28.585523452012172j
14,-6.1813646539,0.7000000000,-12.0029699933,2.2982387046,2.2982387046,14.206251495004919j,0.4949747468,-12.0029699933,4.5964774093,4.5964774093,28.412502990009838j
15,-6.1813646539,0.7500000000,-11.9371117589,2.2832151406,2.2832151406,14.113385367576313j,0.5303300859,-11.9371117589,4.5664302813,4.5664302813,28.226770735152627j
16,-6.1813646539,0.8000000000,-11.8672713746,2.2671658374,2.2671658374,14.014178771529924j,0.5656854249,-11.8672713746,4.5343316747,4.5343316747,28.028357543059848j
17,-6.1813646539,0.8500000000,-11.7935570293,2.2500931318,2.2500931318,13.908646153095606j,0.6010407640,-11.7935570293,4.5001862637,4.5001862637,27.817292306191213j
18,-6.1813646539,0.9000000000,-11.7160816433,2.2319993472,2.2319993472,13.79680187204186j,0.6363961031,-11.7160816433,4.4639986943,4.4639986943,27.59360374408372j
19,-6.1813646539,0.9500000000,-11.6349627228,2.2128868100,2.2128868100,13.67866031016913j,0.6717514421,-11.6349627228,4.4257736199,4.4257736199,27.35732062033826j
20,-6.1813646539,1.0000000000,-11.5503291166,2.1927599269,2.1927599269,13.554248706866574j,0.7071067812,-11.5503291166,4.3855198539,4.3855198539,27.108497413733147j
21,-6.1813646539,1.0500000000,-11.4623112119,2.1716225927,2.1716225927,13.423591135920706j,0.7424621202,-11.4623112119,4.3432451853,4.3432451853,26.84718227184141j
22,-6.1813646539,1.1000000000,-11.3710443509,2.1494792664,2.1494792664,13.286715161509381j,0.7778174593,-11.3710443509,4.2989585328,4.2989585328,26.573430323018762j
23,-6.1813646539,1.1500000000,-11.2766654972,2.1263340353,2.1263340353,13.143646047966639j,0.8131727984,-11.2766654972,4.2526680705,4.2526680705,26.287292095933278j
24,-6.1813646539,1.2000000000,-11.1793217581,2.1021935748,2.1021935748,12.994425058713754j,0.8485281374,-11.1793217581,4.2043871495,4.2043871495,25.988850117427507j
25,-6.1813646539,1.2500000000,-11.0791625030,2.0770649087,2.0770649087,12.839095610353626j,0.8838834765,-11.0791625030,4.1541298174,4.1541298174,25.67819122070725j
26,-6.1813646539,1.3000000000,-10.9763401246,2.0509558276,2.0509558276,12.677705859135749j,0.9192388155,-10.9763401246,4.1019116551,4.1019116551,25.355411718271498j
27,-6.1813646539,1.3500000000,-10.8710093981,2.0238748401,2.0238748401,12.510308400484279j,0.9545941546,-10.8710093981,4.0477496802,4.0477496802,25.020616800968558j
28,-6.1813646539,1.4000000000,-10.7633288028,1.9958319228,1.9958319228,12.336964902923699j,0.9899494937,-10.7633288028,3.9916638457,3.9916638457,24.673929805847397j
29,-6.1813646539,1.4500000000,-10.6534622080,1.9668396802,1.9668396802,12.157753279022144j,1.0253048327,-10.6534622080,3.9336793604,3.9336793604,24.315506558044287j
30,-6.1813646539,1.5000000000,-10.5415738407,1.9369116223,1.9369116223,11.972757039823666j,1.0606601718,-10.5415738407,3.8738232446,3.8738232446,23.94551407964733j
31,-6.1813646539,1.5500000000,-10.4278299459,1.9060631625,1.9060631625,11.782071460940772j,1.0960155108,-10.4278299459,3.8121263251,3.8121263251,23.564142921881544j
32,-6.1813646539,1.6000000000,-10.3123965662,1.8743107760,1.8743107760,11.58579838134647j,1.1313708499,-10.3123965662,3.7486215521,3.7486215521,23.17159676269294j
33,-6.1813646539,1.6500000000,-10.1954448206,1.8416753452,1.8416753452,11.384066882663761j,1.1667261890,-10.1954448206,3.6833506904,3.6833506904,22.768133765327523j
34,-6.1813646539,1.7000000000,-10.0771446566,1.8081793826,1.8081793826,11.1770161235364j,1.2020815280,-10.0771446566,3.6163587652,3.6163587652,22.3540322470728j
35,-6.1813646539,1.7500000000,-9.9576661423,1.7738480902,1.7738480902,10.964801886088525j,1.2374368671,-9.9576661423,3.5476961804,3.5476961804,21.92960377217705j
36,-6.1813646539,1.8000000000,-9.8371786331,1.7387091769,1.7387091769,10.747595449768006j,1.2727922061,-9.8371786331,3.4774183539,3.4774183539,21.495190899536013j
37,-6.1813646539,1.8500000000,-9.7158516236,1.7027940726,1.7027940726,10.525591093347177j,1.3081475452,-9.7158516236,3.4055881452,3.4055881452,21.051182186694355j
38,-6.1813646539,1.9000000000,-9.5938538167,1.6661381065,1.6661381065,10.29900720014371j,1.3435028843,-9.5938538167,3.3322762130,3.3322762130,20.59801440028742j
39,-6.1813646539,1.9500000000,-9.4713515733,1.6287796292,1.6287796292,10.068080829115736j,1.3788582233,-9.4713515733,3.2575592585,3.2575592585,20.136161658231472j
40,-6.1813646539,2.0000000000,-9.3485090575,1.5907606488,1.5907606488,9.833071647494549j,1.4142135624,-9.3485090575,3.1815212977,3.1815212977,19.666143294989098j
41,-6.1813646539,2.0500000000,-9.2254877442,1.5521263538,1.5521263538,9.594258981444927j,1.4495689014,-9.2254877442,3.1042527075,3.1042527075,19.188517962889854j
42,-6.1813646539,2.1000000000,-9.1024462926,1.5129272673,1.5129272673,9.351955134015194j,1.4849242405,-9.1024462926,3.0258545346,3.0258545346,18.703910268030388j
43,-6.1813646539,2.1500000000,-8.9795392194,1.4732169697,1.4732169697,9.106491304049008j,1.5202795796,-8.9795392194,2.9464339394,2.9464339394,18.212982608098017j
44,-6.1813646539,2.2000000000,-8.8569168111,1.4330528655,1.4330528655,8.858222330018327j,1.5556349186,-8.8569168111,2.8661057310,2.8661057310,17.716444660036654j
45,-6.1813646539,2.2500000000,-8.7347250811,1.3924958236,1.3924958236,8.607524464441488j,1.5909902577,-8.7347250811,2.7849916471,2.7849916471,17.215048928882975j
46,-6.1813646539,2.3000000000,-8.6131045255,1.3516107543,1.3516107543,8.35479894259751j,1.6263455967,-8.6131045255,2.7032215086,2.7032215086,16.70959788519502j
47,-6.1813646539,2.3500000000,-8.4921896453,1.3104658729,1.3104658729,8.100467426810726j,1.6617009358,-8.4921896453,2.6209317458,2.6209317458,16.20093485362145j
48,-6.1813646539,2.4000000000,-8.3721091025,1.2691322190,1.2691322190,7.844969039772278j,1.6970562748,-8.3721091025,2.5382644380,2.5382644380,15.689938079544556j
49,-6.1813646539,2.4500000000,-8.2529853478,1.2276834828,1.2276834828,7.588759286913545j,1.7324116139,-8.2529853478,2.4553669657,2.4553669657,15.17751857382709j
50,-6.1813646539,2.5000000000,-8.1349348884,1.1861956756,1.1861956756,7.332308021602811j,1.7677669530,-8.1349348884,2.3723913512,2.3723913512,14.664616043205623j
51,-6.1813646539,2.5500000000,-8.0180650028,1.1447466005,1.1447466005,7.076096173830887j,1.8031222920,-8.0180650028,2.2894932009,2.2894932009,14.152192347661774j
52,-6.1813646539,2.6000000000,-7.9024766442,1.1034151438,1.1034151438,6.820611368640544j,1.8384776311,-7.9024766442,2.2068302877,2.2068302877,13.641222737281089j
53,-6.1813646539,2.6500000000,-7.7882632051,1.0622808165,1.0622808165,6.5663450913912484j,1.8738329701,-7.7882632051,2.1245616329,2.1245616329,13.132690182782497j
54,-6.1813646539,2.7000000000,-7.6755118066,1.0214234723,1.0214234723,6.313790948479607j,1.9091883092,-7.6755118066,2.0428469446,2.0428469446,12.627581896959214j
55,-6.1813646539,2.7500000000,-7.5642995605,0.9809219674,0.9809219674,6.063436377660651j,1.9445436483,-7.5642995605,1.9618439348,1.9618439348,12.126872755321301j
56,-6.1813646539,2.8000000000,-7.4546959324,0.9408538198,0.9408538198,5.815760545960355j,1.9798989873,-7.4546959324,1.8817076395,1.8817076395,11.63152109192071j
57,-6.1813646539,2.8500000000,-7.3467630551,0.9012947246,0.9012947246,5.5712313532077475j,2.0152543264,-7.3467630551,1.8025894491,1.8025894491,11.142462706415495j
58,-6.1813646539,2.9000000000,-7.2405559457,0.8623180722,0.8623180722,5.330302451758724j,2.0506096654,-7.2405559457,1.7246361444,1.7246361444,10.660604903517449j
59,-6.1813646539,2.9500000000,-7.1361223347,0.8239943248,0.8239943248,5.093409394109611j,2.0859650045,-7.1361223347,1.6479886495,1.6479886495,10.186818788219222j
60,-6.1813646539,3.0000000000,-7.0334998357,0.7863892240,0.7863892240,4.860958553633443j,2.1213203436,-7.0334998357,1.5727784481,1.5727784481,9.721917107266886j
61,-6.1813646539,3.0500000000,-6.9327203840,0.7495648257,0.7495648257,4.633333519527826j,2.1566756826,-6.9327203840,1.4991296514,1.4991296514,9.266667039055651j
62,-6.1813646539,3.1000000000,-6.8338089189,0.7135785157,0.7135785157,4.410889014425195j,2.1920310217,-6.8338089189,1.4271570313,1.4271570313,8.82177802885039j
63,-6.1813646539,3.1500000000,-6.7367857641,0.6784836532,0.6784836532,4.193954872264323j,2.2273863607,-6.7367857641,1.3569673064,1.3569673064,8.387909744528645j
64,-6.1813646539,3.2000000000,-6.6416611091,0.6443264614,0.6443264614,3.9828168142623013j,2.2627416998,-6.6416611091,1.2886529229,1.2886529229,7.9656336285246025j
65,-6.1813646539,3.2500000000,-6.5484404587,0.6111481204,0.6111481204,3.77772938994065j,2.2980970389,-6.5484404587,1.2222962409,1.2222962409,7.5554587798813j
66,-6.1813646539,3.3000000000,-6.4571240741,0.5789842293,0.5789842293,3.5789126501047543j,2.3334523779,-6.4571240741,1.1579684586,1.1579684586,7.157825300209509j
67,-6.1813646539,3.3500000000,-6.3677080084,0.5478651198,0.5478651198,3.3865540868479522j,2.3688077170,-6.3677080084,1.0957302397,1.0957302397,6.7731081736959045j
68,-6.1813646539,3.4000000000,-6.2801829294,0.5178150010,0.5178150010,3.2008033441262187j,2.4041630560,-6.2801829294,1.0356300019,1.0356300019,6.401606688252437j
69,-6.1813646539,3.4500000000,-6.1945332578,0.4888512178,0.4888512178,3.0217676389697905j,2.4395183951,-6.1945332578,0.9777024357,0.9777024357,6.043535277939581j
70,-6.1813646539,3.5000000000,-6.1107408961,0.4609862719,0.4609862719,2.8495242468555633j,2.4748737342,-6.1107408961,0.9219725437,0.9219725437,5.6990484937111265j
71,-6.1813646539,3.5500000000,-6.0287841988,0.4342272182,0.4342272182,2.684116778125622j,2.5102290732,-6.0287841988,0.8684544363,0.8684544363,5.368233556251244j
72,-6.1813646539,3.6000000000,-5.9486406065,0.4085772912,0.4085772912,2.5255652260920725j,2.5455844123,-5.9486406065,0.8171545824,0.8171545824,5.051130452184145j
73,-6.1813646539,3.6500000000,-5.8702803325,0.3840320649,0.3840320649,2.3738422317788945j,2.5809397513,-5.8702803325,0.7680641298,0.7680641298,4.747684463557789j
74,-6.1813646539,3.7000000000,-5.7936733754,0.3605838225,0.3605838225,2.228900095423443j,2.6162950904,-5.7936733754,0.7211676451,0.7211676451,4.457800190846886j
75,-6.1813646539,3.7500000000,-5.7187877790,0.3382206458,0.3382206458,2.0906651454250724j,2.6516504294,-5.7187877790,0.6764412917,0.6764412917,4.181330290850145j
76,-6.1813646539,3.8000000000,-5.6455910335,0.3169274636,0.3169274636,1.9590442213122194j,2.6870057685,-5.6455910335,0.6338549272,0.6338549272,3.918088442624439j
77,-6.1813646539,3.8500000000,-5.5740479176,0.2966848645,0.2966848645,1.833917334540314j,2.7223611076,-5.5740479176,0.5933697289,0.5933697289,3.667834669080628j
78,-6.1813646539,3.9000000000,-5.5041213153,0.2774698092,0.2774698092,1.715142071240378j,2.7577164466,-5.5041213153,0.5549396184,0.5549396184,3.430284142480756j
79,-6.1813646539,3.9500000000,-5.4357743160,0.2592571897,0.2592571897,1.6025632284705797j,2.7930717857,-5.4357743160,0.5185143793,0.5185143793,3.2051264569411595j
80,-6.1813646539,4.0000000000,-5.3689696220,0.2420196773,0.2420196773,1.4960118788554446j,2.8284271247,-5.3689696220,0.4840393546,0.4840393546,2.9920237577108892j
81,-6.1813646539,4.0500000000,-5.3036709364,0.2257288166,0.2257288166,1.3953121285883598j,2.8637824638,-5.3036709364,0.4514576333,0.4514576333,2.7906242571767197j
82,-6.1813646539,4.1000000000,-5.2398384870,0.2103524489,0.2103524489,1.3002651925987088j,2.8991378029,-5.2398384870,0.4207048978,0.4207048978,2.6005303851974175j
