,E,r_ours,U_our,sigma_ours,Psi_ours(t=0),dot_Psi_ours(t=0),r_yours,U_yours,sigma_yours,Psi_yours(t=0),dot_Psi_yours(t=0)
0,-3.0440397773,0.0000000000,-6.1288665724,1.6000000000,1.6000000000,4.870463643650449j,0.0000000000,-6.1288665724,3.2000000000,3.2000000000,9.740927287300899j
1,-3.0440397773,0.0500000000,-6.1277990703,1.5996498077,1.5996498077,4.869397644355036j,0.0353553391,-6.1277990703,3.1992996154,3.1992996154,9.738795288710072j
2,-3.0440397773,0.1000000000,-6.1246004250,1.5986000945,1.5986000945,4.866202275620807j,0.0707106781,-6.1246004250,3.1972001890,3.1972001890,9.732404551241615j
3,-3.0440397773,0.1500000000,-6.1192756713,1.5968513071,1.5968513071,4.860878897157741j,0.1060660172,-6.1192756713,3.1937026142,3.1937026142,9.721757794315481j
4,-3.0440397773,0.2000000000,-6.1118331861,1.5944041930,1.5944041930,4.8534297845501415j,0.1414213562,-6.1118331861,3.1888083860,3.1888083860,9.706859569100283j
5,-3.0440397773,0.2500000000,-6.1022846703,1.5912598058,1.5912598058,4.84385814474691j,0.1767766953,-6.1022846703,3.1825196115,3.1825196115,9.68771628949382j
6,-3.0440397773,0.3000000000,-6.0906451252,1.5874195120,1.5874195120,4.832168137828348j,0.2121320344,-6.0906451252,3.1748390240,3.1748390240,9.664336275656696j
7,-3.0440397773,0.3500000000,-6.0769328208,1.5828850007,1.5828850007,4.8183649051303625j,0.2474873734,-6.0769328208,3.1657700015,3.1657700015,9.636729810260725j
8,-3.0440397773,0.4000000000,-6.0611692580,1.5776582946,1.5776582946,4.802454603822021j,0.2828427125,-6.0611692580,3.1553165893,3.1553165893,9.604909207644042j
9,-3.0440397773,0.4500000000,-6.0433791231,1.5717417636,1.5717417636,4.784444448041583j,0.3181980515,-6.0433791231,3.1434835272,3.1434835272,9.568888896083166j
10,-3.0440397773,0.5000000000,-6.0235894034,1.5651378511,1.5651378511,4.76434187562053j,0.3535533906,-6.0235894034,3.1302757022,3.1302757022,9.52868375124106j
11,-3.0440397773,0.5500000000,-6.0018306966,1.5578495557,1.5578495557,4.7421560144995105j,0.3889087297,-6.0018306966,3.1156991114,3.1156991114,9.484312028999021j
12,-3.0440397773,0.6000000000,-5.9781381120,1.5498808048,1.5498808048,4.7178988197882825j,0.4242640687,-5.9781381120,3.0997616096,3.0997616096,9.435797639576565j
13,-3.0440397773,0.6500000000,-5.9525484977,1.5412355380,1.5412355380,4.691582283682603j,0.4596194078,-5.9525484977,3.0824710759,3.0824710759,9.383164567365206j
14,-3.0440397773,0.7000000000,-5.9251015581,1.5319181431,1.5319181431,4.663219763018955j,0.4949747468,-5.9251015581,3.0638362861,3.0638362861,9.32643952603791j
15,-3.0440397773,0.7500000000,-5.8958397669,1.5219334833,1.5219334833,4.632826061428109j,0.5303300859,-5.8958397669,3.0438669665,3.0438669665,9.265652122856219j
16,-3.0440397773,0.8000000000,-5.8648082739,1.5112869262,1.5112869262,4.600417518261781j,0.5656854249,-5.8648082739,3.0225738524,3.0225738524,9.200835036523562j
17,-3.0440397773,0.8500000000,-5.8320548048,1.4999843754,1.4999843754,4.5660121041017865j,0.6010407640,-5.8320548048,2.9999687509,2.9999687509,9.132024208203573j
18,-3.0440397773,0.9000000000,-5.7976295541,1.4880323038,1.4880323038,4.529629522562282j,0.6363961031,-5.7976295541,2.9760646075,2.9760646075,9.059259045124564j
