,E,r_ours,U_our,sigma_ours,Psi_ours(t=0),dot_Psi_ours(t=0),r_yours,U_yours,sigma_yours,Psi_yours(t=0),dot_Psi_yours(t=0)
0,-5.2782896215,0.0000000000,-10.6412190827,2.2000000000,2.2000000000,11.612237167323807j,0.0000000000,-10.6412190827,4.4000000000,4.4000000000,23.224474334647613j
1,-5.2782896215,0.0500000000,-10.6392007756,2.1995202010,2.1995202010,11.609704649070755j,0.0353553391,-10.6392007756,4.3990404019,4.3990404019,23.21940929814151j
2,-5.2782896215,0.1000000000,-10.6331536025,2.1980819640,2.1980819640,11.602113217648961j,0.0707106781,-10.6331536025,4.3961639279,4.3961639279,23.204226435297922j
3,-5.2782896215,0.1500000000,-10.6230870460,2.1956855022,2.1956855022,11.589463998394809j,0.1060660172,-10.6230870460,4.3913710044,4.3913710044,23.178927996789618j
4,-5.2782896215,0.2000000000,-10.6090168857,2.1923311726,2.1923311726,11.571758875284571j,0.1414213562,-10.6090168857,4.3846623452,4.3846623452,23.143517750569142j
5,-5.2782896215,0.2500000000,-10.5909651699,2.1880194785,2.1880194785,11.54900050526732j,0.1767766953,-10.5909651699,4.3760389571,4.3760389571,23.09800101053464j
6,-5.2782896215,0.3000000000,-10.5689599333,2.1827510141,2.1827510141,11.521192024060749j,0.2121320344,-10.5689599333,4.3655020282,4.3655020282,23.042384048121498j
7,-5.2782896215,0.3500000000,-10.5430317215,2.1765256234,2.1765256234,11.488332608709419j,0.2474873734,-10.5430317215,4.3530512467,4.3530512467,22.976665217418837j
8,-5.2782896215,0.4000000000,-10.5132253822,2.1693453068,2.1693453068,11.450432818431057j,0.2828427125,-10.5132253822,4.3386906136,4.3386906136,22.900865636862115j
9,-5.2782896215,0.4500000000,-10.4795875684,2.1612112098,2.1612112098,11.407498698526547j,0.3181980515,-10.4795875684,4.3224224196,4.3224224196,22.814997397053094j
10,-5.2782896215,0.5000000000,-10.4421709007,2.1521246611,2.1521246611,11.359537263028981j,0.3535533906,-10.4421709007,4.3042493223,4.3042493223,22.719074526057963j
11,-5.2782896215,0.5500000000,-10.4010338745,2.1420871873,2.1420871873,11.306556569229912j,0.3889087297,-10.4010338745,4.2841743747,4.2841743747,22.613113138459823j
12,-5.2782896215,0.6000000000,-10.3562403070,2.1311004114,2.1311004114,11.248565184067733j,0.4242640687,-10.3562403070,4.2622008229,4.2622008229,22.497130368135466j
13,-5.2782896215,0.6500000000,-10.3078570337,2.1191654739,2.1191654739,11.185569126973471j,0.4596194078,-10.3078570337,4.2383309477,4.2383309477,22.371138253946942j
14,-5.2782896215,0.7000000000,-10.2559632186,2.1062855735,2.1062855735,11.117585282709477j,0.4949747468,-10.2559632186,4.2125711471,4.2125711471,22.235170565418954j
15,-5.2782896215,0.7500000000,-10.2006397184,2.0924632402,2.0924632402,11.044627004111153j,0.5303300859,-10.2006397184,4.1849264804,4.1849264804,22.089254008222305j
16,-5.2782896215,0.8000000000,-10.1419726307,2.0777013295,2.0777013295,10.966709364125538j,0.5656854249,-10.1419726307,4.1554026590,4.1554026590,21.933418728251077j
17,-5.2782896215,0.8500000000,-10.0800531328,2.0620030640,2.0620030640,10.883849372491401j,0.6010407640,-10.0800531328,4.1240061281,4.1240061281,21.767698744982802j
18,-5.2782896215,0.9000000000,-10.0149767368,2.0453719069,2.0453719069,10.796065308309041j,0.6363961031,-10.0149767368,4.0907438138,4.0907438138,21.592130616618082j
19,-5.2782896215,0.9500000000,-9.9468420616,2.0278112635,2.0278112635,10.703375146337338j,0.6717514421,-9.9468420616,4.0556225269,4.0556225269,21.406750292674676j
